V2,V3,value
Guldborgsund,Kerteminde,2
Hillerød,Kerteminde,2
Holstebro,Kerteminde,2
Hvidovre,Kerteminde,2
Kalundborg,Kerteminde,2
Lejre,Kerteminde,2
Lyngby-Taarbæk,Kerteminde,2
Morsø,Kerteminde,2
Randers,Kerteminde,2
Ringkøbing-Skjern,Kerteminde,2
Stevns,Kerteminde,2
Thisted,Kerteminde,2
Tønder,Kerteminde,2
Viborg,Kerteminde,2
Allerød,Kerteminde,1
Brøndby,Kerteminde,1
Frederikssund,Kerteminde,1
Gladsaxe,Kerteminde,1
Greve,Kerteminde,1
Gribskov,Kerteminde,1
Hjørring,Kerteminde,1
Hørsholm,Kerteminde,1
Jammerbugt,Kerteminde,1
Lolland,Kerteminde,1
Odder,Kerteminde,1
Odsherred,Kerteminde,1
Skive,Kerteminde,1
Solrød,Kerteminde,1
Syddjurs,Kerteminde,1
Ballerup,Kerteminde,0
Bornholm,Kerteminde,0
Brønderslev,Kerteminde,0
Christiansø,Kerteminde,0
Dragør,Kerteminde,0
Egedal,Kerteminde,0
Favrskov,Kerteminde,0
Faxe,Kerteminde,0
Furesø,Kerteminde,0
Halsnæs,Kerteminde,0
Hedensted,Kerteminde,0
Herlev,Kerteminde,0
Høje-Taastrup,Kerteminde,0
Ishøj,Kerteminde,0
Læsø,Kerteminde,0
Norddjurs,Kerteminde,0
Rebild,Kerteminde,0
Rødovre,Kerteminde,0
Samsø,Kerteminde,0
Struer,Kerteminde,0
Tårnby,Kerteminde,0
Vallensbæk,Kerteminde,0
Vesthimmerlands,Kerteminde,0
Ærø,Kerteminde,0
Kolding,Kolding,30977
Vejle,Kolding,3408
Haderslev,Kolding,2653
Vejen,Kolding,2535
Fredericia,Kolding,2065
Odense,Kolding,1073
Middelfart,Kolding,972
Esbjerg,Kolding,689
Aabenraa,Kolding,572
Aarhus,Kolding,525
Horsens,Kolding,474
Hedensted,Kolding,416
Billund,Kolding,287
Tønder,Kolding,263
Assens,Kolding,262
Sønderborg,Kolding,259
Varde,Kolding,182
Nordfyns,Kolding,167
København,Kolding,161
Faaborg-Midtfyn,Kolding,133
Skanderborg,Kolding,125
Silkeborg,Kolding,122
Herning,Kolding,119
Viborg,Kolding,79
Favrskov,Kolding,69
Ikast-Brande,Kolding,65
Svendborg,Kolding,65
Aalborg,Kolding,63
Randers,Kolding,61
Nyborg,Kolding,58
Kerteminde,Kolding,53
Ringkøbing-Skjern,Kolding,44
Holstebro,Kolding,32
Odder,Kolding,29
Syddjurs,Kolding,29
Næstved,Kolding,27
Roskilde,Kolding,27
Frederiksberg,Kolding,22
Mariagerfjord,Kolding,21
Gentofte,Kolding,20
Struer,Kolding,19
Kalundborg,Kolding,18
Slagelse,Kolding,17
Køge,Kolding,16
Holbæk,Kolding,15
Skive,Kolding,15
Tårnby,Kolding,15
Hjørring,Kolding,14
Høje-Taastrup,Kolding,14
Vesthimmerlands,Kolding,14
Ringsted,Kolding,13
Frederikshavn,Kolding,12
Fanø,Kolding,10
Gribskov,Kolding,10
Helsingør,Kolding,10
Norddjurs,Kolding,10
Rebild,Kolding,10
Solrød,Kolding,10
Brøndby,Kolding,9
Greve,Kolding,9
Langeland,Kolding,9
Rudersdal,Kolding,9
Stevns,Kolding,9
Faxe,Kolding,8
Fredensborg,Kolding,8
Hørsholm,Kolding,8
Ishøj,Kolding,8
Jammerbugt,Kolding,8
Lejre,Kolding,8
Frederikssund,Kolding,7
Hvidovre,Kolding,7
Lyngby-Taarbæk,Kolding,7
Sorø,Kolding,7
Allerød,Kolding,6
Egedal,Kolding,6
Hillerød,Kolding,6
Odsherred,Kolding,6
Albertslund,Kolding,5
Ballerup,Kolding,5
Furesø,Kolding,5
Gladsaxe,Kolding,5
Ærø,Kolding,5
Brønderslev,Kolding,4
Dragør,Kolding,4
Guldborgsund,Kolding,4
Herlev,Kolding,4
Lemvig,Kolding,4
Morsø,Kolding,4
Vordingborg,Kolding,4
Glostrup,Kolding,3
Halsnæs,Kolding,3
Thisted,Kolding,3
Vallensbæk,Kolding,3
Bornholm,Kolding,2
Lolland,Kolding,2
Rødovre,Kolding,2
Christiansø,Kolding,0
Læsø,Kolding,0
Samsø,Kolding,0
København,København,185803
Frederiksberg,København,25371
Gentofte,København,13347
Gladsaxe,København,8329
Tårnby,København,8113
Hvidovre,København,7747
Lyngby-Taarbæk,København,7002
Rudersdal,København,6541
Roskilde,København,6044
Rødovre,København,5187
Greve,København,4871
Høje-Taastrup,København,4266
Ballerup,København,4135
Furesø,København,4018
Egedal,København,3541
Køge,København,3536
Helsingør,København,3530
Brøndby,København,3505
Fredensborg,København,3346
Hillerød,København,2866
Herlev,København,2808
Hørsholm,København,2526
Dragør,København,2419
Albertslund,København,2313
Glostrup,København,2285
Allerød,København,2199
Holbæk,København,2121
Næstved,København,2112
Solrød,København,2060
Frederikssund,København,1909
Aarhus,København,1900
Ishøj,København,1841
Vallensbæk,København,1812
Slagelse,København,1551
Lejre,København,1540
Gribskov,København,1491
Ringsted,København,1474
Odense,København,1363
Faxe,København,1101
Sorø,København,859
Stevns,København,856
Halsnæs,København,783
Vordingborg,København,759
Aalborg,København,693
Guldborgsund,København,661
Kalundborg,København,509
Odsherred,København,473
Vejle,København,404
Kolding,København,365
Nyborg,København,290
Silkeborg,København,280
Bornholm,København,269
Randers,København,261
Horsens,København,256
Svendborg,København,254
Esbjerg,København,245
Fredericia,København,239
Lolland,København,239
Viborg,København,226
Skanderborg,København,212
Herning,København,196
Faaborg-Midtfyn,København,185
Middelfart,København,164
Favrskov,København,157
Syddjurs,København,153
Assens,København,151
Sønderborg,København,131
Haderslev,København,125
Holstebro,København,116
Aabenraa,København,111
Frederikshavn,København,111
Hjørring,København,107
Hedensted,København,105
Kerteminde,København,93
Vejen,København,90
Nordfyns,København,86
Rebild,København,82
Varde,København,82
Ringkøbing-Skjern,København,81
Mariagerfjord,København,75
Ikast-Brande,København,73
Odder,København,72
Jammerbugt,København,69
Skive,København,66
Brønderslev,København,63
Vesthimmerlands,København,58
Tønder,København,50
Langeland,København,46
Norddjurs,København,45
Thisted,København,45
Lemvig,København,39
Billund,København,38
Ærø,København,27
Struer,København,20
Morsø,København,19
Fanø,København,14
Samsø,København,13
Læsø,København,4
Christiansø,København,2
Køge,Køge,12427
Stevns,Køge,1945
Faxe,Køge,1627
København,Køge,1156
Næstved,Køge,906
Ringsted,Køge,903
Solrød,Køge,849
Roskilde,Køge,779
Greve,Køge,696
Slagelse,Køge,344
Vordingborg,Køge,344
Sorø,Køge,244
Holbæk,Køge,224
Lejre,Køge,207
Frederiksberg,Køge,194
Høje-Taastrup,Køge,194
Guldborgsund,Køge,157
Ishøj,Køge,154
Hvidovre,Køge,137
Kalundborg,Køge,111
Ballerup,Køge,106
Gladsaxe,Køge,97
Brøndby,Køge,88
Gentofte,Køge,88
Frederikssund,Køge,80
Egedal,Køge,78
Lyngby-Taarbæk,Køge,67
Vallensbæk,Køge,67
Rødovre,Køge,61
Albertslund,Køge,60
Furesø,Køge,57
Tårnby,Køge,53
Lolland,Køge,52
Glostrup,Køge,51
Odense,Køge,48
Herlev,Køge,43
Rudersdal,Køge,43
Aarhus,Køge,41
Odsherred,Køge,39
Helsingør,Køge,36
Fredensborg,Køge,35
Hillerød,Køge,33
Dragør,Køge,28
Allerød,Køge,26
Aalborg,Køge,18
Nyborg,Køge,18
Gribskov,Køge,17
Viborg,Køge,17
Halsnæs,Køge,16
Hørsholm,Køge,16
Silkeborg,Køge,16
Faaborg-Midtfyn,Køge,14
Kolding,Køge,14
Svendborg,Køge,12
Vejle,Køge,12
Esbjerg,Køge,11
Randers,Køge,11
Bornholm,Køge,9
Horsens,Køge,9
Assens,Køge,8
Middelfart,Køge,8
Aabenraa,Køge,7
Frederikshavn,Køge,7
Nordfyns,Køge,7
Favrskov,Køge,6
Fredericia,Køge,6
Haderslev,Køge,6
Hedensted,Køge,6
Herning,Køge,6
Hjørring,Køge,5
Sønderborg,Køge,5
Vesthimmerlands,Køge,5
Kerteminde,Køge,4
Mariagerfjord,Køge,4
Odder,Køge,4
Skanderborg,Køge,4
Varde,Køge,4
Vejen,Køge,4
Billund,Køge,3
Brønderslev,Køge,3
Jammerbugt,Køge,3
Skive,Køge,3
Holstebro,Køge,2
Ikast-Brande,Køge,2
Norddjurs,Køge,2
Rebild,Køge,2
Syddjurs,Køge,2
Tønder,Køge,2
Christiansø,Køge,1
Langeland,Køge,1
Morsø,Køge,1
Ringkøbing-Skjern,Køge,1
Samsø,Køge,1
Ærø,Køge,1
Fanø,Køge,0
Lemvig,Køge,0
Læsø,Køge,0
Struer,Køge,0
Thisted,Køge,0
Langeland,Langeland,3530
Svendborg,Langeland,559
Odense,Langeland,68
Faaborg-Midtfyn,Langeland,62
København,Langeland,16
Nyborg,Langeland,11
Lolland,Langeland,9
Assens,Langeland,7
Kerteminde,Langeland,5
Norddjurs,Langeland,5
Nordfyns,Langeland,5
Roskilde,Langeland,4
Slagelse,Langeland,4
Vordingborg,Langeland,4
Ærø,Langeland,4
Gribskov,Langeland,3
Kolding,Langeland,3
Middelfart,Langeland,3
Vejle,Langeland,3
Viborg,Langeland,3
Aalborg,Langeland,2
Aarhus,Langeland,2
Fredericia,Langeland,2
Frederiksberg,Langeland,2
Frederikshavn,Langeland,2
Glostrup,Langeland,2
Hedensted,Langeland,2
Holbæk,Langeland,2
Horsens,Langeland,2
Høje-Taastrup,Langeland,2
Varde,Langeland,2
Allerød,Langeland,1
Favrskov,Langeland,1
Faxe,Langeland,1
Gladsaxe,Langeland,1
Guldborgsund,Langeland,1
Haderslev,Langeland,1
Halsnæs,Langeland,1
Hillerød,Langeland,1
Hvidovre,Langeland,1
Køge,Langeland,1
Lejre,Langeland,1
Næstved,Langeland,1
Randers,Langeland,1
Ringsted,Langeland,1
Solrød,Langeland,1
Syddjurs,Langeland,1
Sønderborg,Langeland,1
Vallensbæk,Langeland,1
Aabenraa,Langeland,0
Albertslund,Langeland,0
Ballerup,Langeland,0
Billund,Langeland,0
Bornholm,Langeland,0
Brøndby,Langeland,0
Brønderslev,Langeland,0
Christiansø,Langeland,0
Dragør,Langeland,0
Egedal,Langeland,0
Esbjerg,Langeland,0
Fanø,Langeland,0
Fredensborg,Langeland,0
Frederikssund,Langeland,0
Furesø,Langeland,0
Gentofte,Langeland,0
Greve,Langeland,0
Helsingør,Langeland,0
Herlev,Langeland,0
Herning,Langeland,0
Hjørring,Langeland,0
Holstebro,Langeland,0
Hørsholm,Langeland,0
Ikast-Brande,Langeland,0
Ishøj,Langeland,0
Jammerbugt,Langeland,0
Kalundborg,Langeland,0
Lemvig,Langeland,0
Lyngby-Taarbæk,Langeland,0
Læsø,Langeland,0
Mariagerfjord,Langeland,0
Morsø,Langeland,0
Odder,Langeland,0
Odsherred,Langeland,0
Rebild,Langeland,0
Ringkøbing-Skjern,Langeland,0
Rudersdal,Langeland,0
Rødovre,Langeland,0
Samsø,Langeland,0
Silkeborg,Langeland,0
Skanderborg,Langeland,0
Skive,Langeland,0
Sorø,Langeland,0
Stevns,Langeland,0
Struer,Langeland,0
Thisted,Langeland,0
Tårnby,Langeland,0
Tønder,Langeland,0
Vejen,Langeland,0
Vesthimmerlands,Langeland,0
Lejre,Lejre,3901
Holbæk,Lejre,758
Roskilde,Lejre,735
Ringsted,Lejre,260
København,Lejre,218
Frederikssund,Lejre,207
Køge,Lejre,156
Sorø,Lejre,149
Næstved,Lejre,94
Høje-Taastrup,Lejre,92
Kalundborg,Lejre,89
Slagelse,Lejre,89
Odsherred,Lejre,87
Greve,Lejre,67
Faxe,Lejre,58
Solrød,Lejre,50
Frederiksberg,Lejre,42
Hvidovre,Lejre,28
Stevns,Lejre,24
Gladsaxe,Lejre,21
Halsnæs,Lejre,20
Egedal,Lejre,19
Glostrup,Lejre,19
Ishøj,Lejre,18
Vordingborg,Lejre,18
Brøndby,Lejre,17
Ballerup,Lejre,15
Lyngby-Taarbæk,Lejre,15
Rødovre,Lejre,15
Fredensborg,Lejre,14
Furesø,Lejre,14
Hillerød,Lejre,14
Odense,Lejre,14
Albertslund,Lejre,13
Gentofte,Lejre,13
Guldborgsund,Lejre,13
Tårnby,Lejre,13
Allerød,Lejre,12
Aarhus,Lejre,11
Herlev,Lejre,11
Helsingør,Lejre,10
Vallensbæk,Lejre,8
Randers,Lejre,7
Rudersdal,Lejre,7
Hørsholm,Lejre,6
Lolland,Lejre,5
Gribskov,Lejre,4
Horsens,Lejre,4
Samsø,Lejre,4
Viborg,Lejre,4
Aabenraa,Lejre,3
Fredericia,Lejre,3
Mariagerfjord,Lejre,3
Nyborg,Lejre,3
Assens,Lejre,2
Dragør,Lejre,2
Kolding,Lejre,2
Langeland,Lejre,2
Nordfyns,Lejre,2
Odder,Lejre,2
Svendborg,Lejre,2
Sønderborg,Lejre,2
Vejle,Lejre,2
Vesthimmerlands,Lejre,2
Aalborg,Lejre,1
Bornholm,Lejre,1
Favrskov,Lejre,1
Haderslev,Lejre,1
Hedensted,Lejre,1
Herning,Lejre,1
Holstebro,Lejre,1
Kerteminde,Lejre,1
Silkeborg,Lejre,1
Skanderborg,Lejre,1
Syddjurs,Lejre,1
Billund,Lejre,0
Brønderslev,Lejre,0
Christiansø,Lejre,0
Esbjerg,Lejre,0
Faaborg-Midtfyn,Lejre,0
Fanø,Lejre,0
Frederikshavn,Lejre,0
Hjørring,Lejre,0
Ikast-Brande,Lejre,0
Jammerbugt,Lejre,0
Lemvig,Lejre,0
Læsø,Lejre,0
Middelfart,Lejre,0
Morsø,Lejre,0
Norddjurs,Lejre,0
Rebild,Lejre,0
Ringkøbing-Skjern,Lejre,0
Skive,Lejre,0
Struer,Lejre,0
Thisted,Lejre,0
Tønder,Lejre,0
Varde,Lejre,0
Vejen,Lejre,0
Ærø,Lejre,0
Lemvig,Lemvig,7678
Holstebro,Lemvig,746
Struer,Lemvig,494
Ringkøbing-Skjern,Lemvig,167
Thisted,Lemvig,78
Herning,Lemvig,69
Aarhus,Lemvig,44
Skive,Lemvig,42
Viborg,Lemvig,30
Aalborg,Lemvig,21
Morsø,Lemvig,18
Esbjerg,Lemvig,12
Aabenraa,Lemvig,9
Frederikshavn,Lemvig,9
Horsens,Lemvig,9
København,Lemvig,8
Randers,Lemvig,8
Silkeborg,Lemvig,8
Jammerbugt,Lemvig,7
Varde,Lemvig,7
Billund,Lemvig,6
Hjørring,Lemvig,6
Kolding,Lemvig,6
Nordfyns,Lemvig,6
Tønder,Lemvig,6
Skanderborg,Lemvig,5
Vejle,Lemvig,5
Favrskov,Lemvig,4
Fredericia,Lemvig,4
Hillerød,Lemvig,4
Ikast-Brande,Lemvig,4
Mariagerfjord,Lemvig,4
Middelfart,Lemvig,4
Syddjurs,Lemvig,4
Frederiksberg,Lemvig,3
Furesø,Lemvig,3
Gentofte,Lemvig,3
Haderslev,Lemvig,3
Norddjurs,Lemvig,3
Rudersdal,Lemvig,3
Vesthimmerlands,Lemvig,3
Frederikssund,Lemvig,2
Kerteminde,Lemvig,2
Odder,Lemvig,2
Odsherred,Lemvig,2
Rebild,Lemvig,2
Vejen,Lemvig,2
Vordingborg,Lemvig,2
Assens,Lemvig,1
Bornholm,Lemvig,1
Egedal,Lemvig,1
Fanø,Lemvig,1
Faxe,Lemvig,1
Guldborgsund,Lemvig,1
Helsingør,Lemvig,1
Ishøj,Lemvig,1
Lejre,Lemvig,1
Lolland,Lemvig,1
Lyngby-Taarbæk,Lemvig,1
Odense,Lemvig,1
Roskilde,Lemvig,1
Slagelse,Lemvig,1
Solrød,Lemvig,1
Svendborg,Lemvig,1
Sønderborg,Lemvig,1
Ærø,Lemvig,1
Albertslund,Lemvig,0
Allerød,Lemvig,0
Ballerup,Lemvig,0
Brøndby,Lemvig,0
Brønderslev,Lemvig,0
Christiansø,Lemvig,0
Dragør,Lemvig,0
Faaborg-Midtfyn,Lemvig,0
Fredensborg,Lemvig,0
Gladsaxe,Lemvig,0
Glostrup,Lemvig,0
Greve,Lemvig,0
Gribskov,Lemvig,0
Halsnæs,Lemvig,0
Hedensted,Lemvig,0
Herlev,Lemvig,0
Holbæk,Lemvig,0
Hvidovre,Lemvig,0
Høje-Taastrup,Lemvig,0
Hørsholm,Lemvig,0
Kalundborg,Lemvig,0
Køge,Lemvig,0
Langeland,Lemvig,0
Læsø,Lemvig,0
Nyborg,Lemvig,0
Næstved,Lemvig,0
Ringsted,Lemvig,0
Rødovre,Lemvig,0
Samsø,Lemvig,0
Sorø,Lemvig,0
Stevns,Lemvig,0
Tårnby,Lemvig,0
Vallensbæk,Lemvig,0
Lolland,Lolland,13594
Guldborgsund,Lolland,2159
Vordingborg,Lolland,221
Næstved,Lolland,136
København,Lolland,116
Svendborg,Lolland,29
Frederiksberg,Lolland,28
Slagelse,Lolland,28
Faxe,Lolland,26
Odense,Lolland,23
Roskilde,Lolland,11
Aarhus,Lolland,10
Ringsted,Lolland,10
Aalborg,Lolland,9
Gentofte,Lolland,9
Gladsaxe,Lolland,9
Greve,Lolland,8
Køge,Lolland,8
Stevns,Lolland,8
Vejle,Lolland,8
Brøndby,Lolland,7
Høje-Taastrup,Lolland,7
Rødovre,Lolland,7
Albertslund,Lolland,6
Helsingør,Lolland,6
Langeland,Lolland,6
Lyngby-Taarbæk,Lolland,6
Faaborg-Midtfyn,Lolland,5
Fredensborg,Lolland,5
Hvidovre,Lolland,5
Odsherred,Lolland,5
Rudersdal,Lolland,5
Aabenraa,Lolland,4
Assens,Lolland,4
Ballerup,Lolland,4
Billund,Lolland,4
Esbjerg,Lolland,4
Frederikshavn,Lolland,4
Frederikssund,Lolland,4
Furesø,Lolland,4
Hedensted,Lolland,4
Ishøj,Lolland,4
Kalundborg,Lolland,4
Nyborg,Lolland,4
Solrød,Lolland,4
Gribskov,Lolland,3
Hillerød,Lolland,3
Holbæk,Lolland,3
Kerteminde,Lolland,3
Kolding,Lolland,3
Middelfart,Lolland,3
Silkeborg,Lolland,3
Sorø,Lolland,3
Vallensbæk,Lolland,3
Dragør,Lolland,2
Herlev,Lolland,2
Hørsholm,Lolland,2
Ikast-Brande,Lolland,2
Lejre,Lolland,2
Norddjurs,Lolland,2
Randers,Lolland,2
Sønderborg,Lolland,2
Tønder,Lolland,2
Viborg,Lolland,2
Allerød,Lolland,1
Bornholm,Lolland,1
Egedal,Lolland,1
Fredericia,Lolland,1
Glostrup,Lolland,1
Haderslev,Lolland,1
Herning,Lolland,1
Horsens,Lolland,1
Mariagerfjord,Lolland,1
Odder,Lolland,1
Ringkøbing-Skjern,Lolland,1
Tårnby,Lolland,1
Varde,Lolland,1
Brønderslev,Lolland,0
Christiansø,Lolland,0
Fanø,Lolland,0
Favrskov,Lolland,0
Halsnæs,Lolland,0
Hjørring,Lolland,0
Holstebro,Lolland,0
Jammerbugt,Lolland,0
Lemvig,Lolland,0
Læsø,Lolland,0
Morsø,Lolland,0
Nordfyns,Lolland,0
Rebild,Lolland,0
Samsø,Lolland,0
Skanderborg,Lolland,0
Skive,Lolland,0
Struer,Lolland,0
Syddjurs,Lolland,0
Thisted,Lolland,0
Vejen,Lolland,0
Vesthimmerlands,Lolland,0
Ærø,Lolland,0
Lyngby-Taarbæk,Lyngby-Taarbæk,7806
København,Lyngby-Taarbæk,6820
Gladsaxe,Lyngby-Taarbæk,2333
Gentofte,Lyngby-Taarbæk,1983
Rudersdal,Lyngby-Taarbæk,1960
Frederiksberg,Lyngby-Taarbæk,1115
Furesø,Lyngby-Taarbæk,697
Hillerød,Lyngby-Taarbæk,670
Fredensborg,Lyngby-Taarbæk,622
Allerød,Lyngby-Taarbæk,572
Ballerup,Lyngby-Taarbæk,568
Helsingør,Lyngby-Taarbæk,548
Hørsholm,Lyngby-Taarbæk,507
Herlev,Lyngby-Taarbæk,463
Roskilde,Lyngby-Taarbæk,442
Egedal,Lyngby-Taarbæk,435
Gribskov,Lyngby-Taarbæk,348
Hvidovre,Lyngby-Taarbæk,344
Rødovre,Lyngby-Taarbæk,310
Greve,Lyngby-Taarbæk,289
Høje-Taastrup,Lyngby-Taarbæk,268
Frederikssund,Lyngby-Taarbæk,266
Glostrup,Lyngby-Taarbæk,199
Brøndby,Lyngby-Taarbæk,195
Tårnby,Lyngby-Taarbæk,175
Køge,Lyngby-Taarbæk,171
Halsnæs,Lyngby-Taarbæk,166
Albertslund,Lyngby-Taarbæk,136
Holbæk,Lyngby-Taarbæk,132
Aarhus,Lyngby-Taarbæk,122
Vallensbæk,Lyngby-Taarbæk,121
Lejre,Lyngby-Taarbæk,103
Ishøj,Lyngby-Taarbæk,100
Solrød,Lyngby-Taarbæk,100
Odense,Lyngby-Taarbæk,84
Næstved,Lyngby-Taarbæk,81
Dragør,Lyngby-Taarbæk,76
Ringsted,Lyngby-Taarbæk,76
Faxe,Lyngby-Taarbæk,64
Slagelse,Lyngby-Taarbæk,62
Vordingborg,Lyngby-Taarbæk,58
Stevns,Lyngby-Taarbæk,46
Kalundborg,Lyngby-Taarbæk,43
Odsherred,Lyngby-Taarbæk,39
Guldborgsund,Lyngby-Taarbæk,38
Aalborg,Lyngby-Taarbæk,36
Sorø,Lyngby-Taarbæk,35
Svendborg,Lyngby-Taarbæk,27
Silkeborg,Lyngby-Taarbæk,22
Fredericia,Lyngby-Taarbæk,20
Horsens,Lyngby-Taarbæk,20
Kolding,Lyngby-Taarbæk,20
Vejle,Lyngby-Taarbæk,20
Esbjerg,Lyngby-Taarbæk,19
Lolland,Lyngby-Taarbæk,16
Skanderborg,Lyngby-Taarbæk,15
Favrskov,Lyngby-Taarbæk,14
Nyborg,Lyngby-Taarbæk,13
Randers,Lyngby-Taarbæk,13
Assens,Lyngby-Taarbæk,12
Faaborg-Midtfyn,Lyngby-Taarbæk,12
Kerteminde,Lyngby-Taarbæk,12
Middelfart,Lyngby-Taarbæk,12
Bornholm,Lyngby-Taarbæk,9
Herning,Lyngby-Taarbæk,9
Holstebro,Lyngby-Taarbæk,8
Syddjurs,Lyngby-Taarbæk,8
Viborg,Lyngby-Taarbæk,8
Aabenraa,Lyngby-Taarbæk,7
Varde,Lyngby-Taarbæk,7
Ikast-Brande,Lyngby-Taarbæk,6
Nordfyns,Lyngby-Taarbæk,6
Sønderborg,Lyngby-Taarbæk,6
Vesthimmerlands,Lyngby-Taarbæk,6
Frederikshavn,Lyngby-Taarbæk,5
Haderslev,Lyngby-Taarbæk,5
Hjørring,Lyngby-Taarbæk,5
Rebild,Lyngby-Taarbæk,5
Billund,Lyngby-Taarbæk,4
Fanø,Lyngby-Taarbæk,4
Norddjurs,Lyngby-Taarbæk,4
Skive,Lyngby-Taarbæk,4
Brønderslev,Lyngby-Taarbæk,3
Hedensted,Lyngby-Taarbæk,3
Jammerbugt,Lyngby-Taarbæk,3
Lemvig,Lyngby-Taarbæk,3
Struer,Lyngby-Taarbæk,3
Tønder,Lyngby-Taarbæk,3
Vejen,Lyngby-Taarbæk,3
Ærø,Lyngby-Taarbæk,3
Langeland,Lyngby-Taarbæk,2
Mariagerfjord,Lyngby-Taarbæk,2
Odder,Lyngby-Taarbæk,2
Ringkøbing-Skjern,Lyngby-Taarbæk,2
Samsø,Lyngby-Taarbæk,2
Thisted,Lyngby-Taarbæk,2
Morsø,Lyngby-Taarbæk,1
Christiansø,Lyngby-Taarbæk,0
Læsø,Lyngby-Taarbæk,0
Læsø,Læsø,686
Frederikshavn,Læsø,23
Aalborg,Læsø,10
Hjørring,Læsø,6
Mariagerfjord,Læsø,5
Aarhus,Læsø,4
Brønderslev,Læsø,3
Ballerup,Læsø,2
Jammerbugt,Læsø,2
Vesthimmerlands,Læsø,2
Esbjerg,Læsø,1
Helsingør,Læsø,1
København,Læsø,1
Lolland,Læsø,1
Rebild,Læsø,1
Skanderborg,Læsø,1
Slagelse,Læsø,1
Thisted,Læsø,1
Aabenraa,Læsø,0
Albertslund,Læsø,0
Allerød,Læsø,0
Assens,Læsø,0
Billund,Læsø,0
Bornholm,Læsø,0
Brøndby,Læsø,0
Christiansø,Læsø,0
Dragør,Læsø,0
Egedal,Læsø,0
Faaborg-Midtfyn,Læsø,0
Fanø,Læsø,0
Favrskov,Læsø,0
Faxe,Læsø,0
Fredensborg,Læsø,0
Fredericia,Læsø,0
Frederiksberg,Læsø,0
Frederikssund,Læsø,0
Furesø,Læsø,0
Gentofte,Læsø,0
Gladsaxe,Læsø,0
Glostrup,Læsø,0
Greve,Læsø,0
Gribskov,Læsø,0
Guldborgsund,Læsø,0
Haderslev,Læsø,0
Halsnæs,Læsø,0
Hedensted,Læsø,0
Herlev,Læsø,0
Herning,Læsø,0
Hillerød,Læsø,0
Holbæk,Læsø,0
Holstebro,Læsø,0
Horsens,Læsø,0
Hvidovre,Læsø,0
Høje-Taastrup,Læsø,0
Hørsholm,Læsø,0
Ikast-Brande,Læsø,0
Ishøj,Læsø,0
Kalundborg,Læsø,0
Kerteminde,Læsø,0
Kolding,Læsø,0
Køge,Læsø,0
Langeland,Læsø,0
Lejre,Læsø,0
Lemvig,Læsø,0
Lyngby-Taarbæk,Læsø,0
Middelfart,Læsø,0
Morsø,Læsø,0
Norddjurs,Læsø,0
Nordfyns,Læsø,0
Nyborg,Læsø,0
Næstved,Læsø,0
Odder,Læsø,0
Odense,Læsø,0
Odsherred,Læsø,0
Randers,Læsø,0
Ringkøbing-Skjern,Læsø,0
Ringsted,Læsø,0
Roskilde,Læsø,0
Rudersdal,Læsø,0
Rødovre,Læsø,0
Samsø,Læsø,0
Silkeborg,Læsø,0
Skive,Læsø,0
Solrød,Læsø,0
Sorø,Læsø,0
Stevns,Læsø,0
Struer,Læsø,0
Svendborg,Læsø,0
Syddjurs,Læsø,0
Sønderborg,Læsø,0
Tårnby,Læsø,0
Tønder,Læsø,0
Vallensbæk,Læsø,0
Varde,Læsø,0
Vejen,Læsø,0
Vejle,Læsø,0
Viborg,Læsø,0
Vordingborg,Læsø,0
Ærø,Læsø,0
Mariagerfjord,Mariagerfjord,13447
Randers,Mariagerfjord,1428
Rebild,Mariagerfjord,1298
Aalborg,Mariagerfjord,1166
Viborg,Mariagerfjord,539
Vesthimmerlands,Mariagerfjord,522
Aarhus,Mariagerfjord,329
Favrskov,Mariagerfjord,114
Skive,Mariagerfjord,71
Silkeborg,Mariagerfjord,54
Jammerbugt,Mariagerfjord,53
Skanderborg,Mariagerfjord,45
Norddjurs,Mariagerfjord,42
Brønderslev,Mariagerfjord,39
Hjørring,Mariagerfjord,37
Syddjurs,Mariagerfjord,31
København,Mariagerfjord,25
Horsens,Mariagerfjord,22
Frederikshavn,Mariagerfjord,19
Holstebro,Mariagerfjord,19
Herning,Mariagerfjord,13
Ikast-Brande,Mariagerfjord,12
Vejle,Mariagerfjord,12
Thisted,Mariagerfjord,11
Kolding,Mariagerfjord,9
Odense,Mariagerfjord,9
Faxe,Mariagerfjord,8
Aabenraa,Mariagerfjord,7
Morsø,Mariagerfjord,7
Ringkøbing-Skjern,Mariagerfjord,7
Slagelse,Mariagerfjord,7
Esbjerg,Mariagerfjord,6
Gentofte,Mariagerfjord,6
Hedensted,Mariagerfjord,6
Struer,Mariagerfjord,6
Vejen,Mariagerfjord,6
Assens,Mariagerfjord,5
Frederikssund,Mariagerfjord,5
Kalundborg,Mariagerfjord,5
Køge,Mariagerfjord,5
Haderslev,Mariagerfjord,4
Helsingør,Mariagerfjord,4
Hillerød,Mariagerfjord,4
Næstved,Mariagerfjord,4
Rudersdal,Mariagerfjord,4
Rødovre,Mariagerfjord,4
Varde,Mariagerfjord,4
Frederiksberg,Mariagerfjord,3
Holbæk,Mariagerfjord,3
Lemvig,Mariagerfjord,3
Lyngby-Taarbæk,Mariagerfjord,3
Læsø,Mariagerfjord,3
Nordfyns,Mariagerfjord,3
Odder,Mariagerfjord,3
