V2,V3,value
Jammerbugt,Brønderslev,471
Rebild,Brønderslev,83
Aarhus,Brønderslev,32
Mariagerfjord,Brønderslev,26
Vesthimmerlands,Brønderslev,25
Randers,Brønderslev,15
Viborg,Brønderslev,10
København,Brønderslev,9
Odense,Brønderslev,9
Holstebro,Brønderslev,7
Silkeborg,Brønderslev,7
Herning,Brønderslev,6
Skanderborg,Brønderslev,6
Frederiksberg,Brønderslev,4
Kerteminde,Brønderslev,4
Tønder,Brønderslev,4
Vejle,Brønderslev,4
Assens,Brønderslev,3
Haderslev,Brønderslev,3
Hillerød,Brønderslev,3
Kolding,Brønderslev,3
Roskilde,Brønderslev,3
Skive,Brønderslev,3
Thisted,Brønderslev,3
Aabenraa,Brønderslev,2
Bornholm,Brønderslev,2
Esbjerg,Brønderslev,2
Favrskov,Brønderslev,2
Hedensted,Brønderslev,2
Lejre,Brønderslev,2
Norddjurs,Brønderslev,2
Nyborg,Brønderslev,2
Næstved,Brønderslev,2
Svendborg,Brønderslev,2
Syddjurs,Brønderslev,2
Varde,Brønderslev,2
Vejen,Brønderslev,2
Billund,Brønderslev,1
Faaborg-Midtfyn,Brønderslev,1
Fredericia,Brønderslev,1
Furesø,Brønderslev,1
Gentofte,Brønderslev,1
Gribskov,Brønderslev,1
Guldborgsund,Brønderslev,1
Holbæk,Brønderslev,1
Horsens,Brønderslev,1
Høje-Taastrup,Brønderslev,1
Ikast-Brande,Brønderslev,1
Kalundborg,Brønderslev,1
Køge,Brønderslev,1
Læsø,Brønderslev,1
Middelfart,Brønderslev,1
Ringkøbing-Skjern,Brønderslev,1
Ringsted,Brønderslev,1
Rødovre,Brønderslev,1
Sønderborg,Brønderslev,1
Vordingborg,Brønderslev,1
Albertslund,Brønderslev,0
Allerød,Brønderslev,0
Ballerup,Brønderslev,0
Brøndby,Brønderslev,0
Christiansø,Brønderslev,0
Dragør,Brønderslev,0
Egedal,Brønderslev,0
Fanø,Brønderslev,0
Faxe,Brønderslev,0
Fredensborg,Brønderslev,0
Frederikssund,Brønderslev,0
Gladsaxe,Brønderslev,0
Glostrup,Brønderslev,0
Greve,Brønderslev,0
Halsnæs,Brønderslev,0
Helsingør,Brønderslev,0
Herlev,Brønderslev,0
Hvidovre,Brønderslev,0
Hørsholm,Brønderslev,0
Ishøj,Brønderslev,0
Langeland,Brønderslev,0
Lemvig,Brønderslev,0
Lolland,Brønderslev,0
Lyngby-Taarbæk,Brønderslev,0
Morsø,Brønderslev,0
Nordfyns,Brønderslev,0
Odder,Brønderslev,0
Odsherred,Brønderslev,0
Rudersdal,Brønderslev,0
Samsø,Brønderslev,0
Slagelse,Brønderslev,0
Solrød,Brønderslev,0
Sorø,Brønderslev,0
Stevns,Brønderslev,0
Struer,Brønderslev,0
Tårnby,Brønderslev,0
Vallensbæk,Brønderslev,0
Ærø,Brønderslev,0
Christiansø,Christiansø,32
Bornholm,Christiansø,1
Aabenraa,Christiansø,0
Aalborg,Christiansø,0
Aarhus,Christiansø,0
Albertslund,Christiansø,0
Allerød,Christiansø,0
Assens,Christiansø,0
Ballerup,Christiansø,0
Billund,Christiansø,0
Brøndby,Christiansø,0
Brønderslev,Christiansø,0
Dragør,Christiansø,0
Egedal,Christiansø,0
Esbjerg,Christiansø,0
Faaborg-Midtfyn,Christiansø,0
Fanø,Christiansø,0
Favrskov,Christiansø,0
Faxe,Christiansø,0
Fredensborg,Christiansø,0
Fredericia,Christiansø,0
Frederiksberg,Christiansø,0
Frederikshavn,Christiansø,0
Frederikssund,Christiansø,0
Furesø,Christiansø,0
Gentofte,Christiansø,0
Gladsaxe,Christiansø,0
Glostrup,Christiansø,0
Greve,Christiansø,0
Gribskov,Christiansø,0
Guldborgsund,Christiansø,0
Haderslev,Christiansø,0
Halsnæs,Christiansø,0
Hedensted,Christiansø,0
Helsingør,Christiansø,0
Herlev,Christiansø,0
Herning,Christiansø,0
Hillerød,Christiansø,0
Hjørring,Christiansø,0
Holbæk,Christiansø,0
Holstebro,Christiansø,0
Horsens,Christiansø,0
Hvidovre,Christiansø,0
Høje-Taastrup,Christiansø,0
Hørsholm,Christiansø,0
Ikast-Brande,Christiansø,0
Ishøj,Christiansø,0
Jammerbugt,Christiansø,0
Kalundborg,Christiansø,0
Kerteminde,Christiansø,0
Kolding,Christiansø,0
København,Christiansø,0
Køge,Christiansø,0
Langeland,Christiansø,0
Lejre,Christiansø,0
Lemvig,Christiansø,0
Lolland,Christiansø,0
Lyngby-Taarbæk,Christiansø,0
Læsø,Christiansø,0
Mariagerfjord,Christiansø,0
Middelfart,Christiansø,0
Morsø,Christiansø,0
Norddjurs,Christiansø,0
Nordfyns,Christiansø,0
Nyborg,Christiansø,0
Næstved,Christiansø,0
Odder,Christiansø,0
Odense,Christiansø,0
Odsherred,Christiansø,0
Randers,Christiansø,0
Rebild,Christiansø,0
Ringkøbing-Skjern,Christiansø,0
Ringsted,Christiansø,0
Roskilde,Christiansø,0
Rudersdal,Christiansø,0
Rødovre,Christiansø,0
Samsø,Christiansø,0
Silkeborg,Christiansø,0
Skanderborg,Christiansø,0
Skive,Christiansø,0
Slagelse,Christiansø,0
Solrød,Christiansø,0
Sorø,Christiansø,0
Stevns,Christiansø,0
Struer,Christiansø,0
Svendborg,Christiansø,0
Syddjurs,Christiansø,0
Sønderborg,Christiansø,0
Thisted,Christiansø,0
Tårnby,Christiansø,0
Tønder,Christiansø,0
Vallensbæk,Christiansø,0
Varde,Christiansø,0
Vejen,Christiansø,0
Vejle,Christiansø,0
Vesthimmerlands,Christiansø,0
Viborg,Christiansø,0
Vordingborg,Christiansø,0
Ærø,Christiansø,0
Dragør,Dragør,1522
København,Dragør,575
Tårnby,Dragør,355
Frederiksberg,Dragør,56
Hvidovre,Dragør,41
Greve,Dragør,23
Ballerup,Dragør,20
Kolding,Dragør,19
Gentofte,Dragør,17
Næstved,Dragør,17
Gladsaxe,Dragør,16
Ærø,Dragør,16
Køge,Dragør,15
Albertslund,Dragør,13
Brøndby,Dragør,13
Høje-Taastrup,Dragør,12
Ishøj,Dragør,12
Roskilde,Dragør,11
Rødovre,Dragør,11
Vallensbæk,Dragør,9
Glostrup,Dragør,8
Holbæk,Dragør,8
Kalundborg,Dragør,7
Lyngby-Taarbæk,Dragør,7
Stevns,Dragør,7
Vordingborg,Dragør,7
Fredensborg,Dragør,6
Fredericia,Dragør,6
Furesø,Dragør,6
Herlev,Dragør,6
Slagelse,Dragør,6
Solrød,Dragør,6
Odsherred,Dragør,5
Rudersdal,Dragør,5
Aalborg,Dragør,4
Egedal,Dragør,4
Faxe,Dragør,4
Guldborgsund,Dragør,4
Helsingør,Dragør,4
Hillerød,Dragør,4
Odense,Dragør,4
Sorø,Dragør,4
Gribskov,Dragør,3
Hørsholm,Dragør,3
Lejre,Dragør,3
Lolland,Dragør,3
Ringsted,Dragør,3
Vejle,Dragør,3
Vesthimmerlands,Dragør,3
Allerød,Dragør,2
Bornholm,Dragør,2
Frederikssund,Dragør,2
Holstebro,Dragør,2
Norddjurs,Dragør,2
Randers,Dragør,2
Svendborg,Dragør,2
Faaborg-Midtfyn,Dragør,1
Favrskov,Dragør,1
Frederikshavn,Dragør,1
Haderslev,Dragør,1
Halsnæs,Dragør,1
Middelfart,Dragør,1
Rebild,Dragør,1
Skanderborg,Dragør,1
Skive,Dragør,1
Syddjurs,Dragør,1
Thisted,Dragør,1
Tønder,Dragør,1
Aabenraa,Dragør,0
Aarhus,Dragør,0
Assens,Dragør,0
Billund,Dragør,0
Brønderslev,Dragør,0
Christiansø,Dragør,0
Esbjerg,Dragør,0
Fanø,Dragør,0
Hedensted,Dragør,0
Herning,Dragør,0
Hjørring,Dragør,0
Horsens,Dragør,0
Ikast-Brande,Dragør,0
Jammerbugt,Dragør,0
Kerteminde,Dragør,0
Langeland,Dragør,0
Lemvig,Dragør,0
Læsø,Dragør,0
Mariagerfjord,Dragør,0
Morsø,Dragør,0
Nordfyns,Dragør,0
Nyborg,Dragør,0
Odder,Dragør,0
Ringkøbing-Skjern,Dragør,0
Samsø,Dragør,0
Silkeborg,Dragør,0
Struer,Dragør,0
Sønderborg,Dragør,0
Varde,Dragør,0
Vejen,Dragør,0
Viborg,Dragør,0
Egedal,Egedal,5285
København,Egedal,1033
Frederikssund,Egedal,789
Roskilde,Egedal,608
Ballerup,Egedal,570
Furesø,Egedal,216
Hillerød,Egedal,179
Frederiksberg,Egedal,164
Gladsaxe,Egedal,162
Høje-Taastrup,Egedal,136
Herlev,Egedal,125
Halsnæs,Egedal,121
Lyngby-Taarbæk,Egedal,103
Rødovre,Egedal,99
Rudersdal,Egedal,91
Allerød,Egedal,88
Gentofte,Egedal,85
Hvidovre,Egedal,81
Gribskov,Egedal,79
Lejre,Egedal,75
Greve,Egedal,70
Albertslund,Egedal,64
Holbæk,Egedal,62
Glostrup,Egedal,57
Fredensborg,Egedal,55
Brøndby,Egedal,50
Helsingør,Egedal,47
Køge,Egedal,47
Næstved,Egedal,40
Tårnby,Egedal,39
Hørsholm,Egedal,36
Ishøj,Egedal,31
Slagelse,Egedal,30
Kalundborg,Egedal,27
Ringsted,Egedal,26
Faxe,Egedal,23
Vallensbæk,Egedal,23
Solrød,Egedal,22
Odsherred,Egedal,21
Guldborgsund,Egedal,18
Sorø,Egedal,15
Dragør,Egedal,14
Stevns,Egedal,13
Vordingborg,Egedal,13
Aarhus,Egedal,12
Odense,Egedal,9
Lolland,Egedal,7
Horsens,Egedal,6
Skanderborg,Egedal,6
Aalborg,Egedal,5
Kolding,Egedal,5
Mariagerfjord,Egedal,5
Middelfart,Egedal,5
Vejen,Egedal,5
Viborg,Egedal,5
Favrskov,Egedal,4
Langeland,Egedal,4
Randers,Egedal,4
Vejle,Egedal,4
Faaborg-Midtfyn,Egedal,3
Nyborg,Egedal,3
Silkeborg,Egedal,3
Aabenraa,Egedal,2
Frederikshavn,Egedal,2
Haderslev,Egedal,2
Hedensted,Egedal,2
Ikast-Brande,Egedal,2
Norddjurs,Egedal,2
Nordfyns,Egedal,2
Rebild,Egedal,2
Svendborg,Egedal,2
Sønderborg,Egedal,2
Bornholm,Egedal,1
Brønderslev,Egedal,1
Esbjerg,Egedal,1
Fanø,Egedal,1
Fredericia,Egedal,1
Herning,Egedal,1
Hjørring,Egedal,1
Morsø,Egedal,1
Ringkøbing-Skjern,Egedal,1
Samsø,Egedal,1
Struer,Egedal,1
Syddjurs,Egedal,1
Thisted,Egedal,1
Tønder,Egedal,1
Vesthimmerlands,Egedal,1
Assens,Egedal,0
Billund,Egedal,0
Christiansø,Egedal,0
Holstebro,Egedal,0
Jammerbugt,Egedal,0
Kerteminde,Egedal,0
Lemvig,Egedal,0
Læsø,Egedal,0
Odder,Egedal,0
Skive,Egedal,0
Varde,Egedal,0
Ærø,Egedal,0
Esbjerg,Esbjerg,45323
Varde,Esbjerg,4648
Vejen,Esbjerg,1853
Kolding,Esbjerg,709
Tønder,Esbjerg,698
Fanø,Esbjerg,521
Haderslev,Esbjerg,432
Billund,Esbjerg,383
Vejle,Esbjerg,371
Odense,Esbjerg,326
Ringkøbing-Skjern,Esbjerg,301
Aarhus,Esbjerg,297
Fredericia,Esbjerg,213
Aabenraa,Esbjerg,200
Aalborg,Esbjerg,166
København,Esbjerg,161
Sønderborg,Esbjerg,155
Herning,Esbjerg,120
Middelfart,Esbjerg,118
Svendborg,Esbjerg,108
Silkeborg,Esbjerg,86
Horsens,Esbjerg,82
Ikast-Brande,Esbjerg,80
Hjørring,Esbjerg,64
Assens,Esbjerg,63
Holstebro,Esbjerg,62
Skanderborg,Esbjerg,62
Randers,Esbjerg,59
Hedensted,Esbjerg,57
Frederikshavn,Esbjerg,56
Faaborg-Midtfyn,Esbjerg,52
Kerteminde,Esbjerg,50
Lemvig,Esbjerg,50
Viborg,Esbjerg,50
Nordfyns,Esbjerg,42
Norddjurs,Esbjerg,39
Syddjurs,Esbjerg,34
Frederiksberg,Esbjerg,29
Mariagerfjord,Esbjerg,28
Nyborg,Esbjerg,27
Slagelse,Esbjerg,27
Bornholm,Esbjerg,25
Favrskov,Esbjerg,24
Thisted,Esbjerg,23
Langeland,Esbjerg,22
Vesthimmerlands,Esbjerg,22
Lolland,Esbjerg,21
Gentofte,Esbjerg,20
Jammerbugt,Esbjerg,20
Odder,Esbjerg,20
Skive,Esbjerg,20
Brønderslev,Esbjerg,19
Rebild,Esbjerg,19
Roskilde,Esbjerg,18
Struer,Esbjerg,18
Kalundborg,Esbjerg,17
Næstved,Esbjerg,14
Køge,Esbjerg,13
Guldborgsund,Esbjerg,11
Holbæk,Esbjerg,11
Høje-Taastrup,Esbjerg,11
Morsø,Esbjerg,11
Odsherred,Esbjerg,11
Rudersdal,Esbjerg,11
Helsingør,Esbjerg,10
Gladsaxe,Esbjerg,9
Lejre,Esbjerg,9
Ærø,Esbjerg,9
Lyngby-Taarbæk,Esbjerg,8
Ringsted,Esbjerg,8
Sorø,Esbjerg,8
Fredensborg,Esbjerg,7
Furesø,Esbjerg,7
Rødovre,Esbjerg,7
Solrød,Esbjerg,7
Stevns,Esbjerg,7
Frederikssund,Esbjerg,6
Greve,Esbjerg,6
Gribskov,Esbjerg,6
Herlev,Esbjerg,6
Hvidovre,Esbjerg,6
Tårnby,Esbjerg,6
Albertslund,Esbjerg,5
Faxe,Esbjerg,5
Vordingborg,Esbjerg,5
Ballerup,Esbjerg,4
Halsnæs,Esbjerg,4
Hillerød,Esbjerg,4
Hørsholm,Esbjerg,4
Ishøj,Esbjerg,4
Allerød,Esbjerg,3
Brøndby,Esbjerg,3
Egedal,Esbjerg,3
Samsø,Esbjerg,3
Glostrup,Esbjerg,2
Læsø,Esbjerg,2
Dragør,Esbjerg,1
Vallensbæk,Esbjerg,1
Christiansø,Esbjerg,0
Faaborg-Midtfyn,Faaborg-Midtfyn,12564
Odense,Faaborg-Midtfyn,2264
Svendborg,Faaborg-Midtfyn,1539
Assens,Faaborg-Midtfyn,698
Nyborg,Faaborg-Midtfyn,597
Kerteminde,Faaborg-Midtfyn,227
Nordfyns,Faaborg-Midtfyn,149
Langeland,Faaborg-Midtfyn,145
Middelfart,Faaborg-Midtfyn,100
København,Faaborg-Midtfyn,61
Vejle,Faaborg-Midtfyn,30
Fredericia,Faaborg-Midtfyn,27
Kolding,Faaborg-Midtfyn,25
Sønderborg,Faaborg-Midtfyn,20
Aarhus,Faaborg-Midtfyn,17
Slagelse,Faaborg-Midtfyn,14
Aalborg,Faaborg-Midtfyn,10
Horsens,Faaborg-Midtfyn,9
Roskilde,Faaborg-Midtfyn,9
Næstved,Faaborg-Midtfyn,8
Silkeborg,Faaborg-Midtfyn,8
Aabenraa,Faaborg-Midtfyn,7
Frederiksberg,Faaborg-Midtfyn,7
Kalundborg,Faaborg-Midtfyn,7
Skanderborg,Faaborg-Midtfyn,7
Vejen,Faaborg-Midtfyn,7
Viborg,Faaborg-Midtfyn,7
Køge,Faaborg-Midtfyn,6
Esbjerg,Faaborg-Midtfyn,5
Guldborgsund,Faaborg-Midtfyn,5
Høje-Taastrup,Faaborg-Midtfyn,5
Randers,Faaborg-Midtfyn,5
Ringkøbing-Skjern,Faaborg-Midtfyn,5
Faxe,Faaborg-Midtfyn,4
Gentofte,Faaborg-Midtfyn,4
Haderslev,Faaborg-Midtfyn,4
Hedensted,Faaborg-Midtfyn,4
Ikast-Brande,Faaborg-Midtfyn,4
Skive,Faaborg-Midtfyn,4
Tønder,Faaborg-Midtfyn,4
Vesthimmerlands,Faaborg-Midtfyn,4
Ærø,Faaborg-Midtfyn,4
Egedal,Faaborg-Midtfyn,3
Glostrup,Faaborg-Midtfyn,3
Greve,Faaborg-Midtfyn,3
Hvidovre,Faaborg-Midtfyn,3
Lolland,Faaborg-Midtfyn,3
Lyngby-Taarbæk,Faaborg-Midtfyn,3
Sorø,Faaborg-Midtfyn,3
Varde,Faaborg-Midtfyn,3
Ballerup,Faaborg-Midtfyn,2
Billund,Faaborg-Midtfyn,2
Brøndby,Faaborg-Midtfyn,2
Brønderslev,Faaborg-Midtfyn,2
Favrskov,Faaborg-Midtfyn,2
Furesø,Faaborg-Midtfyn,2
Halsnæs,Faaborg-Midtfyn,2
Helsingør,Faaborg-Midtfyn,2
Hillerød,Faaborg-Midtfyn,2
Hjørring,Faaborg-Midtfyn,2
Holbæk,Faaborg-Midtfyn,2
Jammerbugt,Faaborg-Midtfyn,2
Mariagerfjord,Faaborg-Midtfyn,2
Norddjurs,Faaborg-Midtfyn,2
Odder,Faaborg-Midtfyn,2
Odsherred,Faaborg-Midtfyn,2
Ringsted,Faaborg-Midtfyn,2
Rudersdal,Faaborg-Midtfyn,2
Rødovre,Faaborg-Midtfyn,2
Solrød,Faaborg-Midtfyn,2
Syddjurs,Faaborg-Midtfyn,2
Albertslund,Faaborg-Midtfyn,1
Allerød,Faaborg-Midtfyn,1
Dragør,Faaborg-Midtfyn,1
Fredensborg,Faaborg-Midtfyn,1
Frederikshavn,Faaborg-Midtfyn,1
Frederikssund,Faaborg-Midtfyn,1
Gladsaxe,Faaborg-Midtfyn,1
Herlev,Faaborg-Midtfyn,1
Ishøj,Faaborg-Midtfyn,1
Lemvig,Faaborg-Midtfyn,1
Læsø,Faaborg-Midtfyn,1
Samsø,Faaborg-Midtfyn,1
Thisted,Faaborg-Midtfyn,1
Tårnby,Faaborg-Midtfyn,1
Vordingborg,Faaborg-Midtfyn,1
Bornholm,Faaborg-Midtfyn,0
Christiansø,Faaborg-Midtfyn,0
Fanø,Faaborg-Midtfyn,0
Gribskov,Faaborg-Midtfyn,0
Herning,Faaborg-Midtfyn,0
Holstebro,Faaborg-Midtfyn,0
Hørsholm,Faaborg-Midtfyn,0
Lejre,Faaborg-Midtfyn,0
Morsø,Faaborg-Midtfyn,0
Rebild,Faaborg-Midtfyn,0
Stevns,Faaborg-Midtfyn,0
Struer,Faaborg-Midtfyn,0
Vallensbæk,Faaborg-Midtfyn,0
Fanø,Fanø,775
Esbjerg,Fanø,205
Varde,Fanø,12
Vejen,Fanø,5
København,Fanø,4
Aarhus,Fanø,3
Ringkøbing-Skjern,Fanø,3
Frederiksberg,Fanø,2
Hedensted,Fanø,2
Kolding,Fanø,2
Fredensborg,Fanø,1
Guldborgsund,Fanø,1
Herning,Fanø,1
Lolland,Fanø,1
Odense,Fanø,1
Vejle,Fanø,1
Aabenraa,Fanø,0
Aalborg,Fanø,0
Albertslund,Fanø,0
Allerød,Fanø,0
Assens,Fanø,0
Ballerup,Fanø,0
Billund,Fanø,0
Bornholm,Fanø,0
Brøndby,Fanø,0
Brønderslev,Fanø,0
Christiansø,Fanø,0
Dragør,Fanø,0
Egedal,Fanø,0
Faaborg-Midtfyn,Fanø,0
Favrskov,Fanø,0
Faxe,Fanø,0
Fredericia,Fanø,0
Frederikshavn,Fanø,0
Frederikssund,Fanø,0
Furesø,Fanø,0
Gentofte,Fanø,0
Gladsaxe,Fanø,0
Glostrup,Fanø,0
Greve,Fanø,0
Gribskov,Fanø,0
Haderslev,Fanø,0
Halsnæs,Fanø,0
Helsingør,Fanø,0
Herlev,Fanø,0
Hillerød,Fanø,0
Hjørring,Fanø,0
Holbæk,Fanø,0
Holstebro,Fanø,0
Horsens,Fanø,0
Hvidovre,Fanø,0
Høje-Taastrup,Fanø,0
Hørsholm,Fanø,0
Ikast-Brande,Fanø,0
Ishøj,Fanø,0
Jammerbugt,Fanø,0
Kalundborg,Fanø,0
Kerteminde,Fanø,0
Køge,Fanø,0
Langeland,Fanø,0
Lejre,Fanø,0
Lemvig,Fanø,0
Lyngby-Taarbæk,Fanø,0
Læsø,Fanø,0
Mariagerfjord,Fanø,0
Middelfart,Fanø,0
Morsø,Fanø,0
Norddjurs,Fanø,0
Nordfyns,Fanø,0
Nyborg,Fanø,0
Næstved,Fanø,0
Odder,Fanø,0
Odsherred,Fanø,0
Randers,Fanø,0
Rebild,Fanø,0
Ringsted,Fanø,0
Roskilde,Fanø,0
Rudersdal,Fanø,0
Rødovre,Fanø,0
Samsø,Fanø,0
Silkeborg,Fanø,0
Skanderborg,Fanø,0
Skive,Fanø,0
Slagelse,Fanø,0
Solrød,Fanø,0
Sorø,Fanø,0
Stevns,Fanø,0
Struer,Fanø,0
Svendborg,Fanø,0
Syddjurs,Fanø,0
Sønderborg,Fanø,0
Thisted,Fanø,0
Tårnby,Fanø,0
Tønder,Fanø,0
Vallensbæk,Fanø,0
Vesthimmerlands,Fanø,0
Viborg,Fanø,0
Vordingborg,Fanø,0
Ærø,Fanø,0
Favrskov,Favrskov,9891
Aarhus,Favrskov,2860
Randers,Favrskov,1708
Silkeborg,Favrskov,869
Skanderborg,Favrskov,555
Viborg,Favrskov,512
Syddjurs,Favrskov,387
Norddjurs,Favrskov,156
Horsens,Favrskov,127
Aalborg,Favrskov,104
Mariagerfjord,Favrskov,90
Odder,Favrskov,68
Vejle,Favrskov,47
Hedensted,Favrskov,41
Ikast-Brande,Favrskov,38
Herning,Favrskov,32
Skive,Favrskov,32
Rebild,Favrskov,31
København,Favrskov,26
Kolding,Favrskov,20
Vesthimmerlands,Favrskov,19
Holstebro,Favrskov,17
Brønderslev,Favrskov,15
Fredericia,Favrskov,12
Odense,Favrskov,12
Ringkøbing-Skjern,Favrskov,12
Hjørring,Favrskov,11
Middelfart,Favrskov,10
Næstved,Favrskov,10
Aabenraa,Favrskov,7
Billund,Favrskov,7
Esbjerg,Favrskov,7
Faaborg-Midtfyn,Favrskov,7
Frederikshavn,Favrskov,7
Haderslev,Favrskov,7
Holbæk,Favrskov,7
Jammerbugt,Favrskov,7
Varde,Favrskov,7
Morsø,Favrskov,6
Rudersdal,Favrskov,6
Vejen,Favrskov,6
Frederiksberg,Favrskov,5
Nordfyns,Favrskov,5
Sorø,Favrskov,5
Struer,Favrskov,5
Thisted,Favrskov,5
Hvidovre,Favrskov,4
Kerteminde,Favrskov,4
Samsø,Favrskov,4
Svendborg,Favrskov,4
Tønder,Favrskov,4
Ballerup,Favrskov,3
Frederikssund,Favrskov,3
Gribskov,Favrskov,3
Guldborgsund,Favrskov,3
Kalundborg,Favrskov,3
Lejre,Favrskov,3
Nyborg,Favrskov,3
Ringsted,Favrskov,3
Roskilde,Favrskov,3
Stevns,Favrskov,3
Sønderborg,Favrskov,3
Vordingborg,Favrskov,3
Ærø,Favrskov,3
Assens,Favrskov,2
Dragør,Favrskov,2
Helsingør,Favrskov,2
Høje-Taastrup,Favrskov,2
Køge,Favrskov,2
Lemvig,Favrskov,2
Allerød,Favrskov,1
Brøndby,Favrskov,1
Faxe,Favrskov,1
Fredensborg,Favrskov,1
Furesø,Favrskov,1
Gentofte,Favrskov,1
Gladsaxe,Favrskov,1
Greve,Favrskov,1
Halsnæs,Favrskov,1
Herlev,Favrskov,1
Lolland,Favrskov,1
Odsherred,Favrskov,1
Slagelse,Favrskov,1
Tårnby,Favrskov,1
Albertslund,Favrskov,0
Bornholm,Favrskov,0
Christiansø,Favrskov,0
Egedal,Favrskov,0
Fanø,Favrskov,0
Glostrup,Favrskov,0
Hillerød,Favrskov,0
Hørsholm,Favrskov,0
Ishøj,Favrskov,0
Langeland,Favrskov,0
Lyngby-Taarbæk,Favrskov,0
Læsø,Favrskov,0
Rødovre,Favrskov,0
Solrød,Favrskov,0
Vallensbæk,Favrskov,0
Faxe,Faxe,7450
Næstved,Faxe,1304
Vordingborg,Faxe,521
Stevns,Faxe,434
Køge,Faxe,361
Ringsted,Faxe,258
København,Faxe,214
Guldborgsund,Faxe,182
Slagelse,Faxe,115
Sorø,Faxe,81
Holbæk,Faxe,76
Roskilde,Faxe,67
Lolland,Faxe,58
Solrød,Faxe,54
Greve,Faxe,45
Frederiksberg,Faxe,38
Hvidovre,Faxe,32
Kalundborg,Faxe,32
Odense,Faxe,31
Aarhus,Faxe,29
Høje-Taastrup,Faxe,27
Lejre,Faxe,27
Gladsaxe,Faxe,23
Odsherred,Faxe,22
Ballerup,Faxe,21
Rødovre,Faxe,20
Gentofte,Faxe,19
Brøndby,Faxe,18
Aalborg,Faxe,17
Albertslund,Faxe,16
Tårnby,Faxe,16
Lyngby-Taarbæk,Faxe,15
Egedal,Faxe,14
Frederikssund,Faxe,14
Vallensbæk,Faxe,13
Glostrup,Faxe,11
Furesø,Faxe,10
Ishøj,Faxe,10
Gribskov,Faxe,8
Kolding,Faxe,8
Randers,Faxe,8
Skanderborg,Faxe,8
Aabenraa,Faxe,7
Herning,Faxe,7
Rudersdal,Faxe,7
Silkeborg,Faxe,7
Vejle,Faxe,7
Viborg,Faxe,7
Faaborg-Midtfyn,Faxe,6
Halsnæs,Faxe,6
Helsingør,Faxe,6
Hillerød,Faxe,6
Dragør,Faxe,5
Esbjerg,Faxe,5
Haderslev,Faxe,5
Herlev,Faxe,5
Hørsholm,Faxe,5
Allerød,Faxe,4
Fredensborg,Faxe,4
Fredericia,Faxe,4
Ikast-Brande,Faxe,4
Jammerbugt,Faxe,4
Nordfyns,Faxe,4
Tønder,Faxe,4
Assens,Faxe,3
Bornholm,Faxe,3
Hjørring,Faxe,3
Skive,Faxe,3
Svendborg,Faxe,3
Varde,Faxe,3
Frederikshavn,Faxe,2
Horsens,Faxe,2
Kerteminde,Faxe,2
Mariagerfjord,Faxe,2
Middelfart,Faxe,2
Norddjurs,Faxe,2
Rebild,Faxe,2
Ringkøbing-Skjern,Faxe,2
Thisted,Faxe,2
Vesthimmerlands,Faxe,2
Billund,Faxe,1
Favrskov,Faxe,1
Hedensted,Faxe,1
Holstebro,Faxe,1
Lemvig,Faxe,1
Læsø,Faxe,1
Struer,Faxe,1
Vejen,Faxe,1
Brønderslev,Faxe,0
Christiansø,Faxe,0
Fanø,Faxe,0
Langeland,Faxe,0
Morsø,Faxe,0
Nyborg,Faxe,0
Odder,Faxe,0
Samsø,Faxe,0
Syddjurs,Faxe,0
Sønderborg,Faxe,0
Ærø,Faxe,0
Fredensborg,Fredensborg,5569
Helsingør,Fredensborg,1683
København,Fredensborg,980
Hillerød,Fredensborg,606
Hørsholm,Fredensborg,601
Gribskov,Fredensborg,517
Rudersdal,Fredensborg,295
Gentofte,Fredensborg,211
Lyngby-Taarbæk,Fredensborg,187
Halsnæs,Fredensborg,184
Frederiksberg,Fredensborg,182
Allerød,Fredensborg,146
Gladsaxe,Fredensborg,133
Frederikssund,Fredensborg,114
Furesø,Fredensborg,101
Egedal,Fredensborg,79
Ballerup,Fredensborg,58
Roskilde,Fredensborg,56
Hvidovre,Fredensborg,50
Rødovre,Fredensborg,39
Herlev,Fredensborg,38
Greve,Fredensborg,31
Høje-Taastrup,Fredensborg,26
Brøndby,Fredensborg,23
Ishøj,Fredensborg,23
Albertslund,Fredensborg,21
Glostrup,Fredensborg,21
Holbæk,Fredensborg,19
Tårnby,Fredensborg,19
Aarhus,Fredensborg,18
Aalborg,Fredensborg,16
Næstved,Fredensborg,15
Køge,Fredensborg,13
Slagelse,Fredensborg,13
Horsens,Fredensborg,12
Solrød,Fredensborg,12
Lejre,Fredensborg,11
Odense,Fredensborg,11
Sorø,Fredensborg,11
Dragør,Fredensborg,10
Faxe,Fredensborg,10
Silkeborg,Fredensborg,10
Herning,Fredensborg,9
Stevns,Fredensborg,9
Kalundborg,Fredensborg,8
Kolding,Fredensborg,8
Lolland,Fredensborg,8
Ringsted,Fredensborg,8
Vallensbæk,Fredensborg,8
Hedensted,Fredensborg,7
Skanderborg,Fredensborg,7
Vejle,Fredensborg,7
Viborg,Fredensborg,7
Esbjerg,Fredensborg,6
Ringkøbing-Skjern,Fredensborg,6
Faaborg-Midtfyn,Fredensborg,5
Favrskov,Fredensborg,5
Guldborgsund,Fredensborg,5
Mariagerfjord,Fredensborg,5
Odsherred,Fredensborg,5
Randers,Fredensborg,5
Rebild,Fredensborg,5
